# Species	Genes	Alg.-Conn.	GCF_000007045.1	GCF_000014365.1	GCF_000018965.1	GCF_000018985.1	GCF_000019005.1	GCF_000019025.1	GCF_000019265.1	GCF_000019825.1	GCF_000019985.1	GCF_000196595.1
9	9	0.956	*	WP_000521619.1	WP_000521619.1	WP_000521619.1	WP_000521619.1	WP_000521619.1	WP_000521633.1	WP_000521619.1	WP_000521619.1	WP_000521619.1
10	10	0.902	NP_358226.1	WP_000522108.1	WP_000522100.1	WP_000522091.1	WP_000522093.1	WP_000522102.1	WP_000522085.1	WP_000522092.1	WP_000522118.1	WP_000522102.1
10	10	0.886	NP_358716.1	WP_000522324.1	WP_000522342.1	WP_000522319.1	WP_000522311.1	WP_000522312.1	WP_000522320.1	WP_000522324.1	WP_000522333.1	WP_000522312.1
10	10	0.913	NP_358659.1	WP_000523249.1	WP_000523249.1	WP_000523252.1	WP_000523249.1	WP_000523249.1	WP_000523258.1	WP_000523250.1	WP_000523245.1	WP_000523249.1
10	10	0.909	NP_358858.1	WP_000524772.1	WP_000524774.1	WP_000524782.1	WP_000524777.1	WP_000524772.1	WP_000524768.1	WP_000524767.1	WP_000524777.1	WP_000524772.1
10	10	0.91	NP_358162.1	WP_000525408.1	WP_000525397.1	WP_000525406.1	WP_000525398.1	WP_000525412.1	WP_000525414.1	WP_000525414.1	WP_000525415.1	WP_000525412.1
10	10	0.901	NP_358386.1	WP_000526322.1	WP_000526327.1	WP_000526323.1	WP_000526324.1	WP_000526343.1	WP_000526318.1	WP_000526307.1	WP_000526345.1	WP_000526343.1
10	10	0.902	NP_357789.1	WP_000529936.1	WP_000529936.1	WP_000529936.1	WP_000529936.1	WP_000529936.1	WP_000529936.1	WP_000529936.1	WP_000529936.1	WP_000529936.1
10	10	0.902	NP_357986.1	WP_000568640.1	WP_000568640.1	WP_000568640.1	WP_000568640.1	WP_000568640.1	WP_000568640.1	WP_000568640.1	WP_000568640.1	WP_000568640.1
9	9	0.918	NP_357746.1	WP_000532354.1	WP_000532353.1	WP_000532353.1	WP_000532354.1	WP_000532354.1	WP_000532354.1	WP_000532346.1	*	WP_000532353.1
10	10	0.906	NP_359330.1	WP_000532876.1	WP_000532876.1	WP_000532876.1	WP_000532876.1	WP_000532876.1	WP_000532874.1	WP_000532876.1	WP_000532876.1	WP_000532876.1
10	10	0.903	NP_357786.1	WP_000533766.1	WP_000533766.1	WP_000533766.1	WP_000533766.1	WP_000533766.1	WP_000533766.1	WP_000533766.1	WP_000533766.1	WP_000533766.1
10	10	0.903	NP_359489.1	WP_000536449.1	WP_000536445.1	WP_000536449.1	WP_000536449.1	WP_000536450.1	WP_000536445.1	WP_000536451.1	WP_000536447.1	WP_000536450.1
4	4	0.972	*	*	*	WP_000537366.1	*	*	WP_000537366.1	WP_000537366.1	WP_000537365.1	*
10	10	0.909	NP_359305.1	WP_000538933.1	WP_000538921.1	WP_000538943.1	WP_000538927.1	WP_000538940.1	WP_000538923.1	WP_000538933.1	WP_000538935.1	WP_000538940.1
10	10	0.914	NP_358111.1	WP_000539991.1	WP_000539995.1	WP_000539991.1	WP_000539991.1	WP_000539994.1	WP_000539973.1	WP_000539999.1	WP_000539998.1	WP_000539994.1
10	10	0.908	NP_358512.1	WP_000542475.1	WP_000542475.1	WP_000542473.1	WP_000542476.1	WP_000542472.1	WP_000542475.1	WP_000542481.1	WP_000542473.1	WP_000542472.1
10	10	0.899	NP_359236.1	WP_000589146.1	WP_000589142.1	WP_000589142.1	WP_000589142.1	WP_000589139.1	WP_000589142.1	WP_000589151.1	WP_000589142.1	WP_000589139.1
10	10	0.908	NP_359422.1	WP_000581527.1	WP_000581536.1	WP_000581530.1	WP_000581530.1	WP_000581530.1	WP_000581530.1	WP_000581530.1	WP_000581523.1	WP_000581530.1
9	9	0.9	NP_358098.1	WP_000584532.1	WP_000584532.1	*	WP_000584538.1	WP_000584538.1	WP_000584535.1	WP_000584538.1	WP_000584535.1	WP_000584538.1
10	10	0.919	NP_358615.1	WP_000584880.1	WP_000584849.1	WP_000584856.1	WP_000584891.1	WP_000584888.1	WP_000584923.1	WP_000584896.1	WP_000584852.1	WP_000584888.1
4	4	0.972	*	*	*	WP_000587136.1	*	*	WP_000587136.1	WP_000587137.1	WP_000587138.1	*
10	10	0.901	NP_358611.1	WP_000587444.1	WP_000587444.1	WP_000587444.1	WP_000587442.1	WP_000587444.1	WP_000587444.1	WP_000587445.1	WP_000587444.1	WP_000587444.1
10	10	0.914	NP_359128.1	WP_000587470.1	WP_000587470.1	WP_000587471.1	WP_000587464.1	WP_000587470.1	WP_000587458.1	WP_000587466.1	WP_000587471.1	WP_000587470.1
10	10	0.906	NP_359452.1	WP_000588026.1	WP_033606693.1	WP_000588030.1	WP_000588020.1	WP_000588005.1	WP_041864711.1	WP_000588013.1	WP_000588030.1	WP_000588005.1
10	10	0.907	NP_359565.1	WP_000588546.1	WP_000588555.1	WP_000588555.1	WP_000588555.1	WP_000588546.1	WP_000588554.1	WP_000588546.1	WP_000588550.1	WP_000588546.1
10	10	0.898	NP_357596.1	WP_000581138.1	WP_000581157.1	WP_000581157.1	WP_000581157.1	WP_000581155.1	WP_000581157.1	WP_000581157.1	WP_000581147.1	WP_000581157.1
10	10	0.895	NP_358977.1	WP_000590294.1	WP_000590312.1	WP_000590317.1	WP_000590295.1	WP_000590315.1	WP_000590310.1	WP_000590297.1	WP_000590316.1	WP_000590315.1
10	10	0.903	NP_358673.1	WP_000590559.1	WP_000590559.1	WP_000590573.1	WP_000590559.1	WP_000590559.1	WP_000590555.1	WP_000590570.1	WP_000590556.1	WP_000590559.1
10	10	0.895	NP_358157.1	WP_000590563.1	WP_000590563.1	WP_000590563.1	WP_000590563.1	WP_000590563.1	WP_000590563.1	WP_000590578.1	WP_000590563.1	WP_000590563.1
10	10	0.9	NP_358301.1	WP_000590640.1	WP_000590640.1	WP_000590640.1	WP_000590640.1	WP_000590640.1	WP_000590640.1	WP_000590640.1	WP_000590640.1	WP_000590640.1
10	10	0.898	NP_358907.1	WP_000590970.1	WP_000590970.1	WP_000590986.1	WP_000590986.1	WP_000590986.1	WP_000590970.1	WP_000590969.1	WP_000590970.1	WP_000590990.1
10	10	0.907	NP_358113.1	WP_000591098.1	WP_000591095.1	WP_000591096.1	WP_000591096.1	WP_000591095.1	WP_041864722.1	WP_000591097.1	WP_000591094.1	WP_000591095.1
10	10	0.903	NP_357767.1	WP_000591165.1	WP_000591165.1	WP_000591165.1	WP_000591165.1	WP_000591165.1	WP_000591165.1	WP_000591165.1	WP_000591165.1	WP_000591165.1
10	10	0.901	NP_358612.1	WP_000592056.1	WP_000592059.1	WP_000592056.1	WP_000592059.1	WP_000592056.1	WP_000592056.1	WP_000592056.1	WP_000592056.1	WP_000592056.1
10	10	0.901	NP_358183.1	WP_000573197.1	WP_000573196.1	WP_000573197.1	WP_000573197.1	WP_000573197.1	WP_000573197.1	WP_000573200.1	WP_000573197.1	WP_000573197.1
10	10	0.9	NP_357809.1	WP_000568988.1	WP_000568988.1	WP_000568988.1	WP_000568988.1	WP_000568988.1	WP_000568988.1	WP_000568988.1	WP_000568988.1	WP_000568988.1
10	10	0.901	NP_358831.1	WP_000569214.1	WP_000569202.1	WP_000569191.1	WP_000569194.1	WP_000569192.1	WP_000569218.1	WP_000569209.1	WP_000569201.1	WP_000569202.1
10	10	0.899	NP_357724.1	WP_000569840.1	WP_000569818.1	WP_000569831.1	WP_000569807.1	WP_000569827.1	WP_000569827.1	WP_000569853.1	WP_000569851.1	WP_000569827.1
10	10	0.904	NP_359193.1	WP_000570244.1	WP_000570244.1	WP_000570244.1	WP_000570244.1	WP_000570257.1	WP_000570244.1	WP_000570244.1	WP_000570244.1	WP_000570257.1
10	10	0.904	NP_357734.1	WP_000570730.1	WP_000570731.1	WP_000570720.1	WP_000570712.1	WP_000572861.1	WP_000570717.1	WP_000570732.1	WP_000570714.1	WP_000572861.1
10	10	0.904	NP_358196.1	WP_000571283.1	WP_000571283.1	WP_000571281.1	WP_000571276.1	WP_000571283.1	WP_000571273.1	WP_000571289.1	WP_000571277.1	WP_000571283.1
10	10	0.895	NP_357694.1	WP_000571330.1	WP_000571330.1	WP_000571039.1	WP_000571037.1	WP_000571330.1	WP_000571330.1	WP_000571324.1	WP_000571330.1	WP_000571330.1
10	10	0.897	NP_359365.1	WP_000571422.1	WP_000571415.1	WP_000571411.1	WP_000571420.1	WP_000571425.1	WP_000571422.1	WP_000571415.1	WP_000571422.1	WP_000571425.1
10	10	0.904	NP_359010.1	WP_000521416.1	WP_000521410.1	WP_000521410.1	WP_000521410.1	WP_000521410.1	WP_000521413.1	WP_000521422.1	WP_000521411.1	WP_000521410.1
10	10	0.893	NP_359270.1	WP_000575213.1	WP_000575209.1	WP_000575210.1	WP_000575210.1	WP_000575215.1	WP_000575209.1	WP_000575209.1	WP_000575207.1	WP_000575210.1
10	10	0.894	NP_359117.1	WP_000575459.1	WP_000575456.1	WP_000575466.1	WP_000575465.1	WP_000575464.1	WP_000575443.1	WP_000575456.1	WP_000575453.1	WP_000575466.1
10	10	0.905	NP_358522.1	WP_000575515.1	WP_000575529.1	WP_000575519.1	WP_000575514.1	WP_000575521.1	WP_000575488.1	WP_000575525.1	WP_000575519.1	WP_000575521.1
10	10	0.914	NP_359397.1	WP_000575607.1	WP_000575634.1	WP_000575600.1	WP_000575608.1	WP_000575650.1	WP_000575635.1	WP_000575621.1	WP_000575596.1	WP_000575650.1
10	10	0.903	NP_359130.1	WP_000576349.1	WP_000576349.1	WP_000576349.1	WP_000576349.1	WP_000576349.1	WP_000576349.1	WP_000576349.1	WP_000576349.1	WP_000576349.1
10	10	0.914	NP_359100.1	WP_000576513.1	WP_000576513.1	WP_000576513.1	WP_000576513.1	WP_000576513.1	WP_000576509.1	WP_000576513.1	WP_000576513.1	WP_000576513.1
10	10	0.908	NP_359318.1	WP_000578309.1	WP_000578309.1	WP_000578313.1	WP_000578316.1	WP_000578309.1	WP_000578314.1	WP_000578304.1	WP_000578309.1	WP_000578309.1
9	9	0.822	*	WP_000579435.1	WP_000579430.1	WP_000579440.1	WP_000579435.1	WP_001814878.1	WP_000579432.1	WP_000579438.1	WP_000579436.1	WP_001814878.1
10	10	0.902	NP_357772.1	WP_000464380.1	WP_000464339.1	WP_000464336.1	WP_000464327.1	WP_000464300.1	WP_000464327.1	WP_000464336.1	WP_000464308.1	WP_000464336.1
10	10	0.903	NP_359352.1	WP_000455537.1	WP_000455537.1	WP_000455537.1	WP_000455540.1	WP_000455536.1	WP_000455536.1	WP_000455541.1	WP_000455537.1	WP_000455536.1
10	10	0.903	NP_359622.1	WP_000455903.1	WP_000455903.1	WP_000455903.1	WP_000455903.1	WP_000455903.1	WP_000455903.1	WP_000455903.1	WP_000455903.1	WP_000455903.1
10	10	0.798	NP_359144.1	WP_000400518.1	WP_000400503.1	WP_000400504.1	WP_000456090.1	WP_000400513.1	WP_000400507.1	WP_000456091.1	WP_000400503.1	WP_000400513.1
10	10	0.902	NP_357756.1	WP_000456640.1	WP_001818099.1	WP_000456639.1	WP_000456639.1	WP_001814751.1	WP_000456639.1	WP_000456639.1	WP_001842537.1	WP_001814751.1
4	4	0.96	*	*	*	*	*	WP_000458863.1	WP_000458862.1	WP_000458863.1	*	WP_000458862.1
10	10	0.905	NP_358814.1	WP_000461498.1	WP_000461501.1	WP_000461502.1	WP_000461502.1	WP_000461498.1	WP_000461498.1	WP_000461498.1	WP_000461502.1	WP_000461498.1
10	10	0.909	NP_358731.1	WP_000461590.1	WP_000461585.1	WP_000461585.1	WP_000461585.1	WP_000461600.1	WP_000461589.1	WP_000461588.1	WP_000461585.1	WP_000461600.1
10	10	0.904	NP_358251.1	WP_000462126.1	WP_000462126.1	WP_000462126.1	WP_000462126.1	WP_000462126.1	WP_000462126.1	WP_000462126.1	WP_000462126.1	WP_000462126.1
10	10	0.895	NP_358593.1	WP_000462488.1	WP_000462488.1	WP_000462488.1	WP_000462488.1	WP_000462487.1	WP_000462488.1	WP_000462487.1	WP_000462488.1	WP_000462487.1
10	10	0.898	NP_359304.1	WP_000455419.1	WP_000455429.1	WP_000455416.1	WP_000455420.1	WP_000455420.1	WP_000455411.1	WP_000455435.1	WP_000455411.1	WP_000455420.1
10	10	0.903	NP_357803.1	WP_000465397.1	WP_000465397.1	WP_000465397.1	WP_000465397.1	WP_000465397.1	WP_000465398.1	WP_000465395.1	WP_000465397.1	WP_000465397.1
10	10	0.904	NP_357834.1	WP_000466719.1	WP_000466719.1	WP_000466719.1	WP_000466719.1	WP_000466719.1	WP_000466719.1	WP_000466714.1	WP_000466720.1	WP_000466719.1
10	10	0.919	NP_358224.1	WP_000468585.1	WP_000468575.1	WP_000468578.1	WP_000468575.1	WP_000468579.1	WP_000468583.1	WP_000468578.1	WP_000468587.1	WP_000468579.1
10	10	0.894	NP_357899.1	WP_000470833.1	WP_000470785.1	WP_000470857.1	WP_000470829.1	WP_000470802.1	WP_000470792.1	WP_000470815.1	WP_000470846.1	WP_000470817.1
10	10	0.903	NP_359468.1	WP_000473959.1	WP_000473965.1	WP_000473965.1	WP_000473955.1	WP_000473957.1	WP_000473954.1	WP_000473972.1	WP_000473965.1	WP_000473957.1
10	10	0.9	NP_359140.1	WP_001810489.1	WP_015898721.1	WP_000475771.1	WP_000475786.1	WP_000475776.1	WP_000475768.1	WP_000475783.1	WP_000475766.1	WP_000475776.1
10	10	0.901	NP_358524.1	WP_000476388.1	WP_000476375.1	WP_000476372.1	WP_000476375.1	WP_000476370.1	WP_000476375.1	WP_000476375.1	WP_000476371.1	WP_000476375.1
10	10	0.901	NP_357979.1	WP_000488674.1	WP_000488675.1	WP_000488674.1	WP_000488675.1	WP_000488675.1	WP_000488675.1	WP_000488688.1	WP_000488675.1	WP_000488675.1
7	7	0.909	NP_358164.1	WP_000450831.1	*	WP_000450823.1	WP_000450826.1	*	WP_000450839.1	WP_000450831.1	WP_000450823.1	*
10	10	0.908	NP_358853.1	WP_000444048.1	WP_000444036.1	WP_000444038.1	WP_000444040.1	WP_000444055.1	WP_000444045.1	WP_000444037.1	WP_000444049.1	WP_000444055.1
10	10	0.914	NP_357744.1	WP_000444643.1	WP_000444642.1	WP_000444655.1	WP_000444642.1	WP_000444642.1	WP_000444642.1	WP_000444642.1	WP_000444652.1	WP_000444642.1
10	10	0.907	NP_359387.1	WP_000444672.1	WP_000444675.1	WP_000444676.1	WP_000444686.1	WP_000444688.1	WP_000444678.1	WP_000444678.1	WP_000444671.1	WP_000444688.1
7	7	0.595	*	*	WP_000445850.1	WP_000445850.1	*	WP_000445850.1	WP_000445852.1	WP_000445847.1	WP_000445850.1	WP_000445849.1
10	10	0.831	NP_359148.1	WP_000446519.1	WP_000446531.1	WP_000446527.1	WP_000446531.1	WP_000446531.1	WP_000446525.1	WP_000446531.1	WP_000446527.1	WP_000446531.1
10	10	0.906	NP_358816.1	WP_000446981.1	WP_000446980.1	WP_000446976.1	WP_000446977.1	WP_000446975.1	WP_000446980.1	WP_000446969.1	WP_000446971.1	WP_000446975.1
10	10	0.898	NP_358497.1	WP_000447993.1	WP_000447990.1	WP_000447990.1	WP_000447990.1	WP_000447990.1	WP_000447993.1	WP_000447990.1	WP_000447993.1	WP_000447990.1
10	10	0.765	NP_358222.1	WP_000449822.1	WP_000449822.1	WP_000449815.1	WP_000449826.1	WP_000449822.1	WP_000449822.1	WP_000449822.1	WP_000449824.1	WP_000449822.1
10	10	0.914	NP_358407.1	WP_000489404.1	WP_000489358.1	WP_000489404.1	WP_000489353.1	WP_000489404.1	WP_000489380.1	WP_000489397.1	WP_000489398.1	WP_000489404.1
10	10	0.902	NP_358660.1	WP_000451369.1	WP_000451369.1	WP_000451369.1	WP_000451369.1	WP_000451366.1	WP_000451369.1	WP_000451369.1	WP_000451369.1	WP_000451366.1
10	10	0.901	NP_358601.1	WP_000451584.1	WP_000451590.1	WP_000451584.1	WP_000451584.1	WP_000451584.1	WP_000451584.1	WP_000451584.1	WP_000451584.1	WP_000451584.1
10	10	0.909	NP_359403.1	WP_000453139.1	WP_000453137.1	WP_000453139.1	WP_000453139.1	WP_000453140.1	WP_000247897.1	WP_000453137.1	WP_000453143.1	WP_000453140.1
10	10	0.902	NP_359441.2	WP_000454435.1	WP_000452076.1	WP_000454432.1	WP_000454432.1	WP_000454416.1	WP_000454432.1	WP_000454417.1	WP_000454427.1	WP_000454416.1
10	10	0.898	NP_357957.1	WP_000454488.1	WP_000454490.1	WP_000454492.1	WP_000454475.1	WP_000454509.1	WP_000454484.1	WP_000454491.1	WP_000454511.1	WP_000454509.1
10	10	0.902	NP_358354.1	WP_000454809.1	WP_000454809.1	WP_000454809.1	WP_000454809.1	WP_000454809.1	WP_000454809.1	WP_000454809.1	WP_000454809.1	WP_000454809.1
10	10	0.896	NP_359216.1	WP_000455066.1	WP_000455066.1	WP_000455066.1	WP_000455066.1	WP_000455066.1	WP_000455066.1	WP_000455066.1	WP_000455066.1	WP_000455066.1
10	10	0.904	NP_359160.1	WP_000455299.1	WP_000455284.1	WP_000455313.1	WP_000455297.1	WP_000455283.1	WP_000455304.1	WP_000455314.1	WP_000455285.1	WP_000455283.1
10	10	0.902	NP_357785.1	WP_000512911.1	WP_000512911.1	WP_000512911.1	WP_000512911.1	WP_000512911.1	WP_000512911.1	WP_000512911.1	WP_000512911.1	WP_000512911.1
6	6	0.948	*	*	*	*	WP_000506269.1	WP_000506270.1	WP_000506270.1	WP_000506270.1	WP_000506270.1	WP_000506270.1
10	10	0.756	NP_359326.1	WP_000506414.1	WP_000506424.1	WP_000506422.1	WP_000346794.1	WP_000506409.1	WP_000346795.1	WP_000506424.1	WP_000506416.1	WP_000506409.1
10	10	0.904	NP_357769.1	WP_000507059.1	WP_000507059.1	WP_000507059.1	WP_000507059.1	WP_000507059.1	WP_000507059.1	WP_000507059.1	WP_000507059.1	WP_000507059.1
10	10	0.838	NP_358999.1	WP_000508266.1	WP_000508266.1	WP_000508271.1	WP_000508269.1	WP_000508269.1	WP_000508269.1	WP_000508269.1	WP_000508265.1	WP_000508269.1
10	10	0.9	NP_358169.1	WP_000509847.1	WP_000509848.1	WP_000509848.1	WP_000509848.1	WP_000509848.1	WP_000509848.1	WP_000509848.1	WP_000509848.1	WP_000509848.1
10	10	0.79	NP_359616.1	WP_000510406.1	WP_000510412.1	WP_000510412.1	WP_000510406.1	WP_000510412.1	WP_041864714.1	WP_000510412.1	WP_000510412.1	WP_000510412.1
10	10	0.904	NP_357985.1	WP_000510591.1	WP_000510592.1	WP_000510591.1	WP_000510591.1	WP_000510591.1	WP_000510591.1	WP_000510591.1	WP_000510591.1	WP_000510591.1
9	9	0.903	NP_357710.1	WP_000511668.1	WP_000511666.1	*	WP_000511668.1	WP_000511668.1	WP_000511668.1	WP_000511665.1	WP_000511668.1	WP_000511668.1
10	10	0.899	NP_359595.1	WP_000506130.1	WP_000506130.1	WP_000506130.1	WP_000506130.1	WP_000506128.1	WP_000506127.1	WP_000506124.1	WP_000506127.1	WP_013193350.1
10	10	0.875	NP_359291.1	WP_000514308.1	WP_000514329.1	WP_000514330.1	WP_000514329.1	WP_000514329.1	WP_000514332.1	WP_000514351.1	WP_000514337.1	WP_000514329.1
10	10	0.909	NP_358159.1	WP_000515226.1	WP_000515185.1	WP_000515192.1	WP_000515180.1	WP_000515190.1	WP_000515176.1	WP_000515238.1	WP_000515195.1	WP_000515190.1
10	10	0.903	NP_358467.1	WP_000516190.1	WP_001226122.1	WP_000516199.1	WP_000516190.1	WP_001226130.1	WP_001226122.1	WP_000516202.1	WP_000516207.1	WP_001226130.1
10	10	0.877	NP_358860.1	WP_000517373.1	WP_000517375.1	WP_000517372.1	WP_000517372.1	WP_000517372.1	WP_000517377.1	WP_000517372.1	WP_000517379.1	WP_000517372.1
10	10	0.905	NP_357930.1	WP_000518011.1	WP_000518018.1	WP_000518016.1	WP_000518018.1	WP_000518011.1	WP_000518011.1	WP_000518008.1	WP_000518008.1	WP_000518011.1
10	10	0.91	NP_358487.1	WP_000520411.1	WP_000520411.1	WP_000520411.1	WP_000520411.1	WP_000520411.1	WP_000520413.1	WP_000520411.1	WP_000520411.1	WP_000520411.1
10	10	0.886	NP_357670.1	WP_000520642.1	WP_000520638.1	WP_000520640.1	WP_000520642.1	WP_000520642.1	WP_000520642.1	WP_000520642.1	WP_000520642.1	WP_000520642.1
10	10	0.903	NP_358969.1	WP_000521362.1	WP_000521384.1	WP_000521362.1	WP_000521365.1	WP_000521384.1	WP_000521382.1	WP_000521369.1	WP_000521369.1	WP_000521384.1
9	9	0.836	*	WP_000996293.1	WP_033604929.1	WP_032495949.1	WP_000996293.1	WP_033604929.1	WP_000497913.1	WP_000497913.1	WP_000497913.1	WP_033604929.1
10	10	0.901	NP_358371.1	WP_000489841.1	WP_000489841.1	WP_000489841.1	WP_000489841.1	WP_000489841.1	WP_000489841.1	WP_000489841.1	WP_000489841.1	WP_000489841.1
10	10	0.903	NP_358302.1	WP_000491790.1	WP_000491790.1	WP_000491790.1	WP_000491790.1	WP_000491790.1	WP_000491784.1	WP_000491790.1	WP_000491790.1	WP_000491790.1
9	9	0.821	NP_357624.1	WP_000492730.1	WP_000483072.1	WP_000492733.1	WP_000492760.1	WP_000492735.1	WP_000492734.1	WP_000492733.1	*	WP_000492735.1
10	10	0.905	NP_357757.1	WP_000493842.1	WP_000493838.1	WP_000493841.1	WP_000493842.1	WP_000493846.1	WP_000493845.1	WP_000493842.1	WP_000493842.1	WP_000493846.1
5	5	0.855	*	*	WP_001072179.1	*	WP_000627865.1	*	WP_000627868.1	WP_000494028.1	WP_000627865.1	*
4	4	0.891	*	*	*	*	WP_000494368.1	*	WP_000495448.1	WP_000495439.1	WP_000495438.1	*
10	10	0.9	NP_358475.1	WP_000495911.1	WP_000495908.1	WP_000495898.1	WP_000495909.1	WP_000495909.1	WP_000495910.1	WP_000495893.1	WP_000495900.1	WP_000495909.1
10	10	0.909	NP_357794.1	WP_000497691.1	WP_000497691.1	WP_000497691.1	WP_000497691.1	WP_000497691.1	WP_000538972.1	WP_000497691.1	WP_000497691.1	WP_000497691.1
10	10	0.899	NP_357886.1	WP_000592948.1	WP_000592948.1	WP_000592948.1	WP_000592944.1	WP_000592928.1	WP_000592922.1	WP_000592938.1	WP_000592948.1	WP_000592946.1
10	10	0.905	NP_359153.1	WP_000498748.1	WP_000498745.1	WP_000498761.1	WP_000498761.1	WP_000498745.1	WP_000498759.1	WP_000498762.1	WP_000498761.1	WP_000498745.1
10	10	0.905	NP_358651.1	WP_000499433.1	WP_000120616.1	WP_000499432.1	WP_000499437.1	WP_000499429.1	WP_000120620.1	WP_000499429.1	WP_000499438.1	WP_000499429.1
10	10	0.908	NP_357688.1	WP_000500038.1	WP_000500038.1	WP_000500038.1	WP_000500040.1	WP_000500038.1	WP_000500040.1	WP_000500038.1	WP_000500038.1	WP_000500038.1
10	10	0.902	NP_359058.1	WP_000500194.1	WP_000500194.1	WP_000500194.1	WP_000500194.1	WP_000500194.1	WP_000500194.1	WP_000500210.1	WP_000500194.1	WP_000500194.1
9	9	0.859	*	WP_000500399.1	WP_000500399.1	WP_000500399.1	WP_000500391.1	WP_000500399.1	WP_000500393.1	WP_000500393.1	WP_000500396.1	WP_000500399.1
10	10	0.909	NP_357832.1	WP_000502087.1	WP_000502087.1	WP_000502093.1	WP_000502087.1	WP_000502087.1	WP_000502087.1	WP_000502087.1	WP_000502092.1	WP_000502087.1
9	9	0.599	NP_359410.1	WP_000503437.1	WP_000503440.1	WP_000490981.1	WP_000503437.1	WP_000503440.1	WP_000503440.1	WP_000503440.1	*	WP_000503440.1
10	10	0.9	NP_358351.1	WP_000504540.1	WP_000504530.1	WP_000504549.1	WP_000504549.1	WP_000504530.1	WP_000504549.1	WP_000504541.1	WP_000504531.1	WP_000504530.1
10	10	0.905	NP_359033.1	WP_000671113.1	WP_000671133.1	WP_000671107.1	WP_000671133.1	WP_000671112.1	WP_000671133.1	WP_000671133.1	WP_000671107.1	WP_000671112.1
10	10	0.902	NP_358410.1	WP_000661024.1	WP_000661021.1	WP_000661009.1	WP_000665647.1	WP_000661006.1	WP_000661011.1	WP_000661013.1	WP_000661009.1	WP_000661006.1
10	10	0.901	NP_358720.1	WP_000661507.1	WP_000661498.1	WP_000661498.1	WP_000661496.1	WP_000661503.1	WP_000661487.1	WP_000661507.1	WP_000661498.1	WP_000661503.1
10	10	0.898	NP_358255.1	WP_000662293.1	WP_000662292.1	WP_000662292.1	WP_000662293.1	WP_000662293.1	WP_000662293.1	WP_000662299.1	WP_000662293.1	WP_000662293.1
9	9	0.77	*	WP_000664148.1	WP_000414910.1	WP_000664181.1	WP_000664173.1	WP_000664166.1	WP_000664156.1	WP_000664167.1	WP_000664181.1	WP_000664155.1
10	10	0.912	NP_358291.1	WP_000665420.1	WP_000665420.1	WP_000665420.1	WP_000665420.1	WP_000665420.1	WP_000665422.1	WP_000665420.1	WP_000665420.1	WP_000665420.1
10	10	0.901	NP_358951.1	WP_000665619.1	WP_000665619.1	WP_000665622.1	WP_000665623.1	WP_000665621.1	WP_000665621.1	WP_000665630.1	WP_000665619.1	WP_000665621.1
10	10	0.9	NP_359400.1	WP_000666469.1	WP_000666469.1	WP_000666469.1	WP_000666471.1	WP_000666484.1	WP_000666465.1	WP_000666483.1	WP_000666469.1	WP_000666484.1
10	10	0.906	NP_357637.1	WP_000668290.1	WP_000668300.1	WP_000668291.1	WP_000668301.1	WP_000668293.1	WP_000668283.1	WP_000668279.1	WP_000668272.1	WP_000668291.1
10	10	0.9	NP_359486.1	WP_000669493.1	WP_000669493.1	WP_000669493.1	WP_000669428.1	WP_000669493.1	WP_000669493.1	WP_000669495.1	WP_000669493.1	WP_000669493.1
10	10	0.9	NP_357595.1	WP_000660615.1	WP_000660618.1	WP_000660615.1	WP_000660622.1	WP_000660616.1	WP_000660615.1	WP_000660618.1	WP_000660615.1	WP_000660615.1
10	10	0.908	NP_359120.1	WP_000672122.1	WP_000672121.1	WP_000672121.1	WP_000672121.1	WP_000672121.1	WP_000672134.1	WP_000672121.1	WP_000672121.1	WP_000672136.1
10	10	0.898	NP_358502.1	WP_000672596.1	WP_000672591.1	WP_000672584.1	WP_000672595.1	WP_000672571.1	WP_000672583.1	WP_000672618.1	WP_000672583.1	WP_000672591.1
10	10	0.902	NP_358919.1	WP_000673679.1	WP_000673692.1	WP_000673691.1	WP_000673694.1	WP_000673696.1	WP_000673698.1	WP_000673694.1	WP_000673689.1	WP_000673681.1
7	7	0.884	NP_357914.1	WP_000676152.1	*	*	WP_000676140.1	WP_000676118.1	WP_000676130.1	WP_000676141.1	*	WP_000676130.1
10	10	0.912	NP_358532.1	WP_000677519.1	WP_000677519.1	WP_000677520.1	WP_000677520.1	WP_000677520.1	WP_000677521.1	WP_000677519.1	WP_000677525.1	WP_000677520.1
10	10	0.9	NP_357651.1	WP_000679943.1	WP_000679913.1	WP_000679945.1	WP_000679962.1	WP_000679966.1	WP_000679940.1	WP_000679955.1	WP_000679924.1	WP_000679944.1
10	10	0.911	NP_358245.1	WP_000680053.1	WP_000680053.1	WP_012677051.1	WP_001846791.1	WP_000680057.1	WP_000680058.1	WP_000680053.1	WP_000680057.1	WP_000680057.1
10	10	0.842	YP_008719799.1	WP_000680086.1	WP_000680083.1	WP_000680086.1	WP_000680086.1	WP_000680086.1	WP_000680090.1	WP_000680085.1	WP_000680087.1	WP_000680086.1
10	10	0.896	NP_358443.1	WP_000658183.1	WP_000658183.1	WP_000658198.1	WP_000658180.1	WP_000658198.1	WP_000658185.1	WP_000658185.1	WP_000658183.1	WP_000658198.1
4	4	0.968	*	*	*	WP_000654131.1	*	*	WP_000654131.1	WP_000654131.1	WP_000654135.1	*
